"treatment","microbe","time","15","30","45","60","75","90","105","120","135","150","165","180","195","210","225","240","255","270","285","300","315","330","345","360","375","390","405","420","435","450","465","480","495","510","525","540","555","570","585","600","615","630","645","660","675","690","705","720","735","750","765","780","795","810","825","840","855","870","885","900","915","930","945","960","975","990","1005","1020","1035","1050","1065","1080","1095","1110","1125","1140","1155","1170","1185","1200","1215","1230","1245","1260","1275","1290","1305","1320","1335","1350","1365","1380","1395","1410"
"control","s17-1","C5",0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.094,0.094,0.095,0.096,0.097,0.099,0.101,0.103,0.107,0.111,0.117,0.124,0.133,0.141,0.149,0.157,0.164,0.171,0.179,0.186,0.193,0.201,0.208,0.217,0.226,0.236,0.248,0.258,0.271,0.283,0.296,0.31,0.328,0.344,0.37,0.401,0.427,0.461,0.489,0.511,0.541,0.572,0.587,0.613,0.623,0.656,0.689,0.7,0.727,0.75,0.794,0.794,0.824,0.833,0.857,0.875,0.902,0.93,0.946,0.965,0.988,1.01,1.029,1.049,1.073,1.086,1.106,1.121,1.14,1.156,1.177,1.195,1.208,1.226,1.245
"dufours","s17-1","C6",0.493,0.488,0.499,0.492,0.568,0.513,0.507,0.484,0.522,0.494,0.496,0.476,0.481,0.482,0.465,0.479,0.478,0.481,0.495,0.485,0.495,0.496,0.49,0.493,0.503,0.5,0.508,0.518,0.521,0.529,0.537,0.542,0.547,0.557,0.568,0.592,0.599,0.611,0.619,0.63,0.639,0.657,0.675,0.698,0.715,0.741,0.758,0.777,0.793,0.806,0.82,0.83,0.851,0.891,0.905,0.923,0.944,0.966,0.988,1.011,1.035,1.06,1.09,1.116,1.14,1.177,1.203,1.232,1.265,1.296,1.322,1.35,1.371,1.403,1.426,1.447,1.465,1.488,1.504,1.514,1.526,1.536,1.538,1.547,1.551,1.558,1.561,1.567,1.567,1.566,1.568,1.568,1.574,1.571
"sternal","s17-1","C7",0.135,0.138,0.137,0.136,0.14,0.141,0.141,0.14,0.14,0.14,0.142,0.143,0.142,0.142,0.143,0.15,0.152,0.16,0.169,0.181,0.199,0.226,0.265,0.314,0.366,0.416,0.465,0.512,0.556,0.597,0.63,0.663,0.696,0.729,0.762,0.791,0.821,0.848,0.878,0.904,0.928,0.952,0.972,0.995,1.012,1.037,1.058,1.089,1.109,1.132,1.151,1.172,1.187,1.208,1.223,1.241,1.255,1.264,1.272,1.277,1.283,1.286,1.288,1.289,1.29,1.29,1.289,1.288,1.286,1.285,1.281,1.279,1.274,1.271,1.267,1.263,1.26,1.256,1.251,1.246,1.242,1.236,1.231,1.226,1.22,1.214,1.207,1.2,1.193,1.186,1.178,1.171,1.164,1.156
"","","C8",0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091
"","","C9",0.088,0.088,0.087,0.087,0.087,0.088,0.088,0.087,0.087,0.088,0.087,0.087,0.087,0.087,0.087,0.088,0.088,0.087,0.088,0.087,0.088,0.087,0.088,0.088,0.087,0.088,0.087,0.087,0.087,0.087,0.087,0.087,0.088,0.088,0.088,0.087,0.088,0.088,0.088,0.088,0.087,0.087,0.088,0.087,0.088,0.087,0.088,0.087,0.087,0.088,0.088,0.087,0.088,0.087,0.088,0.088,0.088,0.087,0.088,0.088,0.088,0.087,0.088,0.088,0.088,0.088,0.087,0.088,0.088,0.088,0.088,0.087,0.088,0.088,0.087,0.088,0.088,0.088,0.088,0.087,0.088,0.087,0.088,0.087,0.088,0.088,0.088,0.088,0.087,0.087,0.088,0.088,0.088,0.088
"","","D1",0.096,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094
"","","D10",0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089
"","","D11",0.09,0.09,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089
"","","D12",0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088
"control","s17-1","D2",0.093,0.093,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.094,0.095,0.095,0.096,0.098,0.1,0.102,0.105,0.109,0.114,0.12,0.128,0.137,0.146,0.154,0.162,0.171,0.179,0.187,0.196,0.205,0.214,0.224,0.234,0.246,0.259,0.273,0.284,0.295,0.309,0.327,0.346,0.369,0.394,0.423,0.454,0.484,0.516,0.542,0.571,0.595,0.627,0.651,0.68,0.698,0.723,0.748,0.766,0.791,0.809,0.836,0.858,0.877,0.898,0.92,0.937,0.962,0.986,1.005,1.027,1.046,1.065,1.089,1.106,1.125,1.146,1.16,1.181,1.195,1.212,1.23,1.242,1.256,1.274,1.286
"dufours","s17-1","D3",1.112,1.103,1.071,1.067,1.046,1.041,1.052,1.063,1.074,1.064,1.064,1.072,1.067,1.075,1.078,1.094,1.088,1.102,1.097,1.104,1.112,1.107,1.12,1.119,1.118,1.12,1.127,1.129,1.129,1.141,1.14,1.137,1.144,1.14,1.145,1.141,1.148,1.149,1.154,1.167,1.207,1.225,1.236,1.249,1.255,1.27,1.278,1.346,1.352,1.361,1.365,1.373,1.383,1.389,1.396,1.403,1.413,1.428,1.453,1.467,1.478,1.499,1.515,1.536,1.555,1.582,1.606,1.62,1.646,1.671,1.693,1.714,1.737,1.759,1.778,1.796,1.818,1.827,1.847,1.85,1.861,1.867,1.874,1.878,1.879,1.878,1.88,1.879,1.878,1.879,1.877,1.876,1.877,1.877
"sternal","s17-1","D4",0.147,0.145,0.143,0.143,0.144,0.142,0.148,0.141,0.142,0.14,0.142,0.142,0.142,0.144,0.147,0.15,0.156,0.166,0.176,0.188,0.191,0.212,0.245,0.285,0.328,0.373,0.417,0.464,0.506,0.548,0.583,0.617,0.644,0.673,0.698,0.719,0.737,0.754,0.773,0.788,0.801,0.818,0.833,0.848,0.861,0.874,0.887,0.9,0.914,0.926,0.935,0.943,0.949,0.955,0.96,0.964,0.968,0.969,0.971,0.973,0.974,0.975,0.976,0.975,0.976,0.977,0.975,0.975,0.973,0.975,0.972,0.971,0.968,0.965,0.961,0.958,0.956,0.95,0.947,0.941,0.938,0.93,0.926,0.921,0.913,0.906,0.898,0.894,0.884,0.878,0.869,0.858,0.853,0.841
"dufours","s17-1","D5",0.697,0.724,0.702,0.695,0.662,0.663,0.646,0.668,0.668,0.647,0.668,0.676,0.658,0.657,0.676,0.678,0.676,0.695,0.697,0.72,0.719,0.709,0.726,0.74,0.727,0.737,0.744,0.765,0.762,0.77,0.775,0.773,0.781,0.786,0.79,0.799,0.81,0.82,0.835,0.856,0.866,0.871,0.882,0.887,0.898,0.907,0.921,0.931,0.944,0.957,0.967,0.992,1,1.01,1.018,1.043,1.036,1.045,1.056,1.07,1.094,1.113,1.124,1.135,1.153,1.169,1.185,1.202,1.218,1.241,1.252,1.27,1.285,1.309,1.323,1.341,1.361,1.371,1.393,1.408,1.419,1.433,1.453,1.465,1.476,1.483,1.492,1.501,1.505,1.512,1.515,1.519,1.523,1.524
"sternal","s17-1","D6",0.139,0.141,0.137,0.149,0.134,0.135,0.135,0.134,0.135,0.135,0.149,0.137,0.139,0.14,0.144,0.148,0.156,0.166,0.176,0.184,0.195,0.221,0.252,0.294,0.355,0.395,0.452,0.503,0.551,0.582,0.608,0.637,0.663,0.691,0.722,0.753,0.782,0.811,0.838,0.864,0.887,0.912,0.939,0.96,0.985,1.01,1.03,1.053,1.075,1.1,1.118,1.135,1.153,1.169,1.186,1.198,1.21,1.219,1.225,1.23,1.233,1.234,1.237,1.235,1.234,1.232,1.23,1.227,1.223,1.221,1.218,1.213,1.21,1.204,1.2,1.196,1.191,1.186,1.181,1.176,1.171,1.165,1.16,1.153,1.146,1.139,1.131,1.124,1.116,1.109,1.101,1.091,1.085,1.076
"dufours","s17-1","D7",0.644,0.654,0.637,0.671,0.683,0.685,0.689,0.694,0.656,0.686,0.679,0.684,0.691,0.699,0.703,0.692,0.682,0.705,0.711,0.699,0.717,0.72,0.718,0.724,0.723,0.742,0.758,0.749,0.745,0.751,0.761,0.766,0.779,0.78,0.791,0.79,0.793,0.801,0.796,0.807,0.818,0.828,0.846,0.848,0.832,0.83,0.861,0.866,0.874,0.891,0.888,0.894,0.9,0.915,0.928,0.943,0.953,0.964,0.972,0.985,1.014,1.03,1.05,1.067,1.082,1.102,1.128,1.154,1.162,1.19,1.214,1.242,1.254,1.281,1.3,1.323,1.341,1.352,1.374,1.386,1.403,1.419,1.427,1.435,1.446,1.457,1.467,1.469,1.476,1.48,1.485,1.487,1.49,1.492
"","","D8",0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092
"","","D9",0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
"","","E1",0.094,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093
"","","E10",0.091,0.091,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
"","","E11",0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
"","","E12",0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088
"control","s17-1","E2",0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.094,0.094,0.094,0.094,0.095,0.095,0.095,0.096,0.097,0.098,0.1,0.102,0.105,0.108,0.113,0.119,0.127,0.135,0.142,0.15,0.158,0.166,0.173,0.183,0.193,0.205,0.215,0.23,0.244,0.255,0.267,0.279,0.298,0.324,0.343,0.369,0.406,0.431,0.459,0.502,0.537,0.546,0.566,0.599,0.615,0.646,0.656,0.694,0.729,0.729,0.752,0.775,0.799,0.829,0.847,0.859,0.884,0.906,0.929,0.949,0.974,0.994,1.012,1.03,1.053,1.072,1.091,1.111,1.132,1.15,1.17,1.181,1.2,1.215,1.236,1.256,1.275,1.282
"sternal","s17-1","E3",0.173,0.148,0.143,0.139,0.139,0.139,0.138,0.138,0.141,0.138,0.138,0.145,0.145,0.143,0.169,0.217,0.159,0.164,0.298,0.185,0.203,0.226,0.272,0.323,0.368,0.42,0.469,0.5,0.567,0.628,0.617,0.793,0.77,0.796,0.823,0.863,0.91,0.938,0.965,0.996,1.025,1.063,1.097,1.118,1.12,1.126,1.139,1.162,1.193,1.227,1.27,1.276,1.303,1.321,1.337,1.348,1.357,1.365,1.373,1.38,1.387,1.392,1.399,1.403,1.408,1.411,1.414,1.417,1.419,1.42,1.421,1.422,1.423,1.424,1.424,1.425,1.425,1.424,1.425,1.423,1.423,1.422,1.421,1.42,1.419,1.417,1.416,1.414,1.413,1.411,1.409,1.406,1.403,1.4
"control","s17-1","E4",0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.095,0.095,0.095,0.096,0.097,0.098,0.099,0.101,0.103,0.106,0.11,0.115,0.122,0.13,0.139,0.147,0.156,0.164,0.172,0.179,0.187,0.195,0.204,0.213,0.224,0.234,0.247,0.259,0.271,0.283,0.295,0.309,0.33,0.348,0.384,0.405,0.423,0.456,0.486,0.504,0.539,0.565,0.592,0.617,0.638,0.669,0.69,0.709,0.74,0.762,0.788,0.809,0.841,0.848,0.875,0.897,0.918,0.941,0.954,0.986,1.002,1.016,1.038,1.06,1.079,1.091,1.114,1.129,1.145,1.16,1.175,1.183,1.202,1.215,1.23,1.25
"sternal","s17-1","E5",0.152,0.147,0.143,0.14,0.142,0.141,0.141,0.141,0.141,0.142,0.16,0.161,0.176,0.177,0.181,0.169,0.176,0.182,0.189,0.198,0.214,0.239,0.274,0.322,0.37,0.413,0.465,0.506,0.549,0.589,0.628,0.665,0.701,0.733,0.761,0.792,0.817,0.837,0.86,0.887,0.91,0.933,0.953,0.977,0.997,1.016,1.036,1.054,1.074,1.092,1.111,1.127,1.144,1.159,1.174,1.187,1.202,1.215,1.224,1.23,1.234,1.233,1.237,1.233,1.234,1.232,1.229,1.226,1.223,1.221,1.216,1.213,1.209,1.205,1.201,1.197,1.192,1.187,1.182,1.177,1.171,1.163,1.157,1.151,1.142,1.132,1.124,1.117,1.106,1.097,1.087,1.076,1.069,1.059
"control","s17-1","E6",0.091,0.091,0.091,0.09,0.091,0.091,0.091,0.09,0.09,0.091,0.091,0.091,0.09,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.092,0.092,0.093,0.093,0.094,0.096,0.097,0.1,0.102,0.106,0.111,0.117,0.126,0.136,0.146,0.156,0.166,0.176,0.185,0.195,0.204,0.215,0.226,0.237,0.248,0.262,0.274,0.284,0.297,0.315,0.331,0.353,0.372,0.4,0.433,0.466,0.481,0.521,0.548,0.576,0.615,0.633,0.652,0.68,0.711,0.734,0.752,0.774,0.795,0.82,0.84,0.862,0.876,0.901,0.922,0.942,0.957,0.981,1.002,1.019,1.04,1.056,1.075,1.094,1.109,1.126,1.137,1.158,1.172,1.19,1.202,1.216,1.233,1.247
"sternal","s17-1","E7",0.146,0.15,0.146,0.144,0.145,0.144,0.142,0.142,0.143,0.143,0.145,0.145,0.144,0.147,0.149,0.154,0.162,0.168,0.174,0.184,0.201,0.228,0.265,0.308,0.352,0.402,0.45,0.488,0.53,0.57,0.608,0.647,0.684,0.719,0.76,0.789,0.823,0.856,0.882,0.909,0.932,0.957,0.979,1.005,1.028,1.048,1.071,1.088,1.11,1.133,1.151,1.171,1.184,1.201,1.218,1.237,1.253,1.267,1.28,1.291,1.3,1.308,1.315,1.321,1.323,1.325,1.325,1.324,1.324,1.323,1.318,1.316,1.312,1.308,1.305,1.301,1.297,1.292,1.287,1.282,1.278,1.273,1.268,1.263,1.257,1.25,1.244,1.238,1.232,1.224,1.217,1.208,1.201,1.192
"","","E8",0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095
"","","E9",0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089
"","","F1",0.094,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093
"","","F10",0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089
"","","F11",0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089
