"","treatment","microbe","species","reliability","used.model","log.x","log.y","nboot.gc","mu.model","lambda.model","A.model","integral.model","stdmu.model","stdlambda.model","stdA.model","ci90.mu.model.lo","ci90.mu.model.up","ci90.lambda.model.lo","ci90.lambda.model.up","ci90.A.model.lo","ci90.A.model.up","ci95.mu.model.lo","ci95.mu.model.up","ci95.lambda.model.lo","ci95.lambda.model.up","ci95.A.model.lo","ci95.A.model.up","mu.spline","lambda.spline","A.spline","integral.spline","mu.bt","lambda.bt","A.bt","integral.bt","stdmu.bt","stdlambda.bt","stdA.bt","stdintegral.bt","ci90.mu.bt.lo","ci90.mu.bt.up","ci90.lambda.bt.lo","ci90.lambda.bt.up","ci90.A.bt.lo","ci90.A.bt.up","ci90.integral.bt.lo","ci90.integral.bt.up","ci95.mu.bt.lo","ci95.mu.bt.up","ci95.lambda.bt.lo","ci95.lambda.bt.up","ci95.A.bt.lo","ci95.A.bt.up","ci95.integral.bt.lo","ci95.integral.bt.up"
"48"," 1/8","2698B","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,8.84357440513974,0.633255969556767,1.39824332424282,1.87307032752933,0.199258856460544,0.0019780179797918,0.0165792682954625,8.51579358626214,9.17135522401733,0.63000212998001,0.636509809133525,1.37097042789678,1.42551622058885,8.45302704647707,9.2341217638024,0.629379054316375,0.637132884797159,1.36574795838371,1.43073869010192,9.03941802826486,0.606695183397757,1.50732299178538,1.87985637105109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49"," 1/8","DC3000","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000392427518774497,2.21009550907685,0.000685215929854672,0.000509635559665828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50"," +","SCC477","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51"," 1/8","SCC477","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,0.0860152711782636,0.6073010511893,0.00698238265423569,0.00960852905093355,0.201048232493059,0.106970643775197,0.00109384593520476,-0.244709071272819,0.416739613629346,0.431334342179101,0.7832677601995,0.00518300609082385,0.00878175921764753,-0.308039264508132,0.48006980686466,0.397638589389914,0.816963512988687,0.00483844462123435,0.00912632068723702,0.064781957815058,0.539871604998977,0.0184642133167179,0.0147948148924215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","control","DC3000","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53"," 1/4","2698B","C. inequalis",TRUE,"gompertz",FALSE,FALSE,0,6.32792959143433,0.654175849984907,1.13265774824843,1.4339264708187,0.205778656944113,0.00274713441618404,0.00372801084652293,5.98942370076126,6.6664354821074,0.649656813870284,0.65869488609953,1.1265251704059,1.13879032609096,5.92460342382387,6.73125575904479,0.648791466529186,0.659560233440628,1.12535084698924,1.13996464950761,8.00593131531247,0.628270358638124,1.16437041194959,1.38952985578849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54"," 1/4","2698B","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,7.38580742509738,0.63357025531685,1.16528398076077,1.55574088835521,0.21158308385538,0.00248089538836553,0.0177729050871067,7.03775325215528,7.73386159803948,0.629489182402989,0.637651328230711,1.13604755189248,1.19452040962906,6.97110458074084,7.80051026945393,0.628707700355653,0.638432810278046,1.13044908679004,1.2001188747315,7.76313185772461,0.61860779983274,1.26254614572622,1.56264621475923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55"," +","SCC477","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","control","DC3000","C. inequalis",TRUE,"gompertz",FALSE,FALSE,0,4.41074093752731e-12,0.499337247476265,-9.0259754626453e-13,-4.2925408800866e-15,0.0274093949440134,295096986.191769,0.00929554823510227,-0.0450884546784914,0.0450884546873129,-485434541.786123,485434542.784797,-0.0152911768476458,0.0152911768458406,-0.0537224140858556,0.0537224140946771,-578390092.43653,578390093.435204,-0.0182192745417031,0.0182192745398979,-1.15760655749768e-05,1.92077499940963,1.66101258425173e-05,1.07459988543042e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57"," 1/8","S17-1","C. inequalis",TRUE,"richards",FALSE,FALSE,0,2.25578663005142,1.11159087155787,1.57526193752738,0.956160654030718,0.0805167513318131,0.0183255551537475,0.0251967182828235,2.12333657411059,2.38823668599225,1.08144533332995,1.14173640978578,1.53381333595214,1.61671053910263,2.09797379744107,2.41359946266178,1.07567278345652,1.14750895965921,1.52587636969305,1.62464750536172,4.10063312266128,1.38317672550485,1.49306513382692,0.959035185180476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58"," +","DC3000","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59"," 1/2","2698B","C. inequalis",TRUE,"gompertz",FALSE,FALSE,0,3.79821712109158,0.672775008137052,0.91376330433691,1.1071698812093,0.191517935306604,0.00565320257845659,0.00471254007263112,3.48317011751222,4.11326412467095,0.663475489895491,0.682074526378613,0.906011175917432,0.921515432756388,3.42284196789064,4.17359227429253,0.661694731083277,0.683855285190827,0.904526725794553,0.922999882879267,7.44023311107711,0.662596302430691,0.96324665149378,1.03701877984801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60"," 1/2","DC3000","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,1.25700189350672,1.32774419902181,0.730151337938454,0.302562764246581,0.0840978459570078,0.0242172220528146,0.0280714906683998,1.11866093690744,1.395342850106,1.28790686874493,1.36758152929869,0.683973735788936,0.776328940087971,1.09217011543098,1.42183367158245,1.2802784437983,1.37520995424533,0.67513121622839,0.785171459648517,2.38343930169216,1.4890324959727,0.651027135040643,0.303701256717251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","control","2698B","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,10.2140149144118,0.597558675456411,1.55829225538532,2.17859762354821,0.235238532209221,0.00201055529000707,0.016541597117705,9.82704752892763,10.600982299896,0.594251312004349,0.600866038908472,1.53108132812669,1.58550318264394,9.75294739128173,10.6750824375419,0.593617987087997,0.601499363824825,1.52587072503462,1.59071378573602,11.0652595184165,0.588074966471586,1.70873568091118,2.18769349308906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62"," 1/8","S17-1","C. inequalis",TRUE,"gompertz",FALSE,FALSE,0,1.4768936301569,0.846898692259926,2.07468478818447,1.02968947104848,0.0385041404807297,0.0175109958712216,0.112835763971729,1.4135543190661,1.54023294124771,0.818093104051767,0.875704280468086,1.88906995645098,2.26029961991797,1.40142551481467,1.55236174549914,0.812577140352332,0.881220244167521,1.85352669079989,2.29584288556906,2.76949698264129,1.19682113320378,1.45625252785511,1.00445857996644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63"," 1/2","DC3000","C. inequalis",TRUE,"richards",FALSE,FALSE,0,2.31102401296291,1.60354459746613,0.50333021514641,0.177429771633278,0.271847657194014,0.021977416461894,0.00792193272093117,1.86383461687876,2.75821340904706,1.56739174738631,1.63969744754594,0.490298635820478,0.516361794472341,1.77820260486264,2.84384542106318,1.56046886120082,1.64662033373144,0.487803227013384,0.518857203279435,1.94573912677567,NA,0.522387448453511,0.180902410475787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64"," 1/4","2698B","C. inequalis",TRUE,"gompertz",FALSE,FALSE,0,6.01544038165756,0.60163972246024,1.23109090674251,1.60488465356431,0.258671946348429,0.00406020959756676,0.00550076930827983,5.58992502991439,6.44095573340072,0.594960677672243,0.608318767248237,1.22204214123039,1.24013967225463,5.50844336681463,6.52243739650048,0.593681711649009,0.609597733271471,1.22030939889828,1.24187241458674,46.5520674527454,0.635909107081433,1.27954260991789,1.54948141664344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","control","2698B","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,9.20516247935756,0.604948705673212,1.44722486343571,2.02823175332925,0.162562207791601,0.00153941931386789,0.0127576283094061,8.93774764754037,9.47257731117474,0.602416360901899,0.607481050444524,1.42623856486674,1.46821116200469,8.88654055208602,9.5237844066291,0.601931443818031,0.607965967528393,1.42221991194928,1.47222981492215,9.97179631299348,0.583666137298096,1.63345343195837,2.03196593928608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","control","2698B","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,9.84992271662951,0.610331584055297,1.4688983646106,2.071636734408,0.188861081861789,0.00157120810601753,0.0136057235420757,9.53924623696687,10.1605991962922,0.607746946720898,0.612916221389696,1.44651694938388,1.49127977983731,9.4797549961804,10.2200904370786,0.607252016167503,0.613411151943091,1.44223114646813,1.49556558275307,11.2272536120417,0.591039723330281,1.67960227556094,2.0763300328065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67"," 1/4","DC3000","C. inequalis",TRUE,"gompertz",FALSE,FALSE,0,0.843003110265984,0.948670990891146,1.45647800026464,0.517041949499154,0.0185347971176251,0.0215523685754084,0.132553151241144,0.81251336900749,0.873492851524477,0.913217344584599,0.984124637197693,1.23842806647296,1.67452793405632,0.806674907915438,0.879331312616529,0.906428348483346,0.990913633298947,1.196673823832,1.71628217669728,1.69349393772788,NA,0.815129700415493,0.512552172680081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69"," +","DC3000","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70"," 1/2","SCC477","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,2.8472557266,1.21493998817675,0.755524064820592,0.670360162192491,0.438163673592793,0.0229207576058449,0.0606019297040904,2.12647648353986,3.56803496966015,1.17723534191513,1.25264463443836,0.655833890457364,0.855214239183821,1.98845492635813,3.70605652684188,1.17001530326929,1.2598646730842,0.636744282600575,0.87430384704061,2.82256756632757,1.09020838850035,1.17806405767077,0.66335034867763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71"," 1/2","DC3000","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,3.59616655819746,1.62574837911242,0.596416515506461,0.188073199333651,0.712432998676501,0.0237557896389973,0.0164080661986873,2.42421427537461,4.7681188410203,1.58667010515627,1.66482665306857,0.569425246609621,0.623407784403302,2.19979788079151,4.9925352356034,1.57918703141999,1.67230972680486,0.564256705757034,0.628576325255888,2.2708682150667,1.53445010778705,0.596527778200293,0.203047633386767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72"," 1/2","S17-1","C. inequalis",TRUE,"richards",FALSE,FALSE,0,2.13698799431864,1.37212110896199,0.842777072924945,0.510048542195393,0.371551764285125,0.0663331669572213,0.00569064839940101,1.52578534206961,2.74819064656767,1.26300304931736,1.48123916860662,0.833415956307931,0.85213818954196,1.4087465363198,2.86522945231748,1.24210810172583,1.50213411619814,0.831623402062119,0.853930743787771,2.09230549629518,1.32927973570306,0.870613133168026,0.525723108029703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73"," +","2698B","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74"," 1/2","S17-1","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,2.30851827037977,1.3574793288296,1.18607541331553,0.491981199753257,0.128658763908739,0.0180696190228046,0.0296792567940766,2.09687460374989,2.52016193700964,1.32775480553709,1.38720385212212,1.13725303588927,1.23489779074178,2.05634709311864,2.56068944764089,1.32206287554491,1.3928957821143,1.12790406999914,1.24424675663192,4.65675058001652,1.51788524321482,1.06840567454318,0.532726128765846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75"," 1/2","S17-1","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,1.62094129473148,1.39753552147558,0.685286475906152,0.285857910387787,0.17034628013182,0.0285270064783096,0.0220512253889855,1.34072166391464,1.90116092554833,1.35060859581876,1.4444624471324,0.649012210141271,0.721560741671034,1.28706258567312,1.95482000378985,1.34162258877809,1.45344845417307,0.642066074143741,0.728506877668564,1.76280426742345,1.40539507978527,0.651897458856956,0.286862543560585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76"," 1/4","S17-1","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,1.40349170912575,1.03594354493974,1.32318703929829,0.712882380540805,0.0710053845484806,0.0297102272750826,0.0653763639778387,1.2866878515435,1.520295566708,0.987070221072228,1.08481686880725,1.21564292055475,1.43073115804184,1.26432115541073,1.54266226284077,0.977711499480577,1.0941755903989,1.19504936590173,1.45132471269486,2.27114994879882,1.27487609798383,1.13535715919889,0.711454633617986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","control","DC3000","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79"," 1/2","S17-1","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,1.37880396471901,1.24960059617772,0.941922270106095,0.419743145182174,0.0959310382239372,0.0292256037744747,0.0452217590405338,1.22099740684064,1.53661052259739,1.20152447796871,1.29767671438673,0.867532476484417,1.01631206372777,1.1907791298001,1.56682879963793,1.19231841277975,1.30688277957569,0.853287622386649,1.03055691782554,3.30799917057555,1.50122974621056,0.881428279154255,0.42683629323112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80"," +","S17-1","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,3.84196633797398,1.73278904194008,0.132860723988496,0.0363522835968947,2.69331468124475,0.0177998754693354,0.00495909596309292,-0.588536312673637,8.27246898862159,1.70350824679303,1.76206983708714,0.124703011129208,0.141018436847784,-1.43693043726573,9.12086311321368,1.69790128602018,1.76767679785998,0.123140895900834,0.142580552076158,0.542846347443364,1.53813232905337,0.146767404993713,0.0547159465572968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81"," 1/4","SCC477","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,11.6500245223359,1.73730954344315,0.325707728611783,0.0887165357475511,14.3564806800963,0.0263748874670749,0.0171827550616999,-11.9663861964225,35.2664352410943,1.69392285355981,1.78069623332649,0.297442096535287,0.35397336068828,-16.4886776106529,39.7887266553247,1.68561476400768,1.78900432287862,0.292029528690851,0.359385928532715,1.21511394916937,1.53654317479376,0.349767483803067,0.107993702636818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82"," 1/4","SCC477","C. inequalis",TRUE,"gompertz",FALSE,FALSE,0,8.67559516862274,1.73629247136111,0.226949884455837,0.0615859061666857,10.0080459589078,0.0248332995018009,0.0123632561057993,-7.78764043378064,25.1388307710261,1.69544169368064,1.77714324904157,0.206612328161797,0.247287440749877,-10.9401749108366,28.2913652480821,1.68761920433758,1.78496573838464,0.20271790248847,0.251181866423203,0.830623444258636,1.51930060723678,0.255428683089017,0.0733732264092587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","control","SCC477","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85"," 1/4","S17-1","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,1.83016106238604,1.21141929809879,1.32631820823981,0.615842265572814,0.113688590678368,0.0275711509106054,0.0591921790717643,1.64314333072012,2.01717879405195,1.16606475485084,1.25677384134674,1.22894707366676,1.42368934281286,1.60733142465644,2.05299070011564,1.157379842314,1.26545875388358,1.21030153725915,1.44233487922047,2.91658683098857,1.34647137980929,1.13229782039861,0.623546056600595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86"," +","DC3000","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104427275659313,0.449989527052178,0.00100853987773058,0.000463760109990574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87"," 1/4","DC3000","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,1.27124879831127,1.136007167577,1.04694421047657,0.517774940609564,0.0699108526220348,0.0278110561166965,0.0484796518575198,1.15624544574802,1.38625215087452,1.09025798026504,1.18175635488897,0.967195183170946,1.12669323778219,1.13422352717208,1.40827406945046,1.08149749758828,1.19051683756573,0.951924092835827,1.1419643281173,2.05889415755201,1.34981306224936,0.906119757630824,0.508532595912835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89"," 1/2","SCC477","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,10.2622308617457,1.72634969822648,0.453781148668183,0.194554326776787,2.7091175665058,0.00831956085914671,0.0396456632164617,5.80573246484367,14.7187292586477,1.71266402061318,1.74003537583977,0.388564032677104,0.518998264659263,4.95236043139434,15.5721012920971,1.71004335894255,1.7426560375104,0.376075648763918,0.531486648572448,5.50832650065122,NA,0.66891390654401,0.193261507002085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","control","S17-1","C. inequalis",TRUE,"gompertz",FALSE,FALSE,0,1.17822897827555,0.769292686859448,1.79336094484259,0.935244745179384,0.0199537597913848,0.0124124086275157,0.0714700899762665,1.14540504341872,1.21105291313238,0.748874274667184,0.789711099051711,1.67579264683163,1.91092924285355,1.13911960908444,1.21733834746666,0.744964365949517,0.793621007769378,1.65327956848911,1.93344232119607,1.93777028715552,NA,1.27674215322594,0.930334084875729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91"," 1/8","2698B","C. inequalis",TRUE,"gompertz",FALSE,FALSE,0,7.52712553824522,0.619639021381304,1.48320083440977,1.91339305886419,0.221665111491526,0.00263654132099059,0.00460792110713275,7.16248642984166,7.89176464664878,0.615301910908275,0.623976131854334,1.47562080418854,1.49078086463101,7.09266191972183,7.96158915676861,0.614471400392163,0.624806642370446,1.47416930903979,1.49223235977975,11.1362795505589,0.617618373393527,1.53425920258183,1.84069889714088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92"," +","2698B","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93"," +","2698B","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94"," +","S17-1","C. inequalis",TRUE,"logistic",FALSE,FALSE,0,54.0206035069044,1.73564540833692,0.4274329186791,0.119082497566788,621.13214824787,0.00815374175554744,0.020266476991282,-967.741780360842,1075.78298737465,1.72223250314904,1.74905831352479,0.394094564028441,0.460771273329759,-1163.39840705892,1271.43961407273,1.71966407449604,1.75162674217779,0.387710623776187,0.467155213582012,2.39494732784647,1.55899306875762,0.443798562734005,0.137252304495395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95"," +","SCC477","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000270904164228971,0.80499968994042,0.000826496697280064,4.2623108706597e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","control","DC3000","C. inequalis",TRUE,"gompertz.exp",FALSE,FALSE,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
